date;time;bid;ask;last;type;volume
20251107;022003.823;25282;25283;25283;Ask;2
20251107;022004.729;25281;25283;25281;Bid;1
20251107;022004.729;25281;25283;25281;Bid;1
20251107;022004.729;25281;25283;25281;Bid;1
20251107;022004.729;25281;25283;25281;Bid;1
20251107;022004.729;25281;25283;25281;Bid;1
20251107;022005.082;25280;25281;25281;Ask;1
20251107;022005.625;25281;25282;25281;Bid;1
20251107;022005.625;25281;25282;25281;Bid;1
20251107;022005.725;25281;25282;25282;Ask;1
20251107;022006.931;25284;25285;25285;Ask;1
20251107;022006.931;25284;25285;25285;Ask;1
20251107;022007.053;25284;25285;25284;Bid;2
20251107;022007.088;25284;25285;25284;Bid;1
20251107;022010.385;25288;25289;25288;Bid;1
20251107;022010.680;25287;25288;25287;Bid;1
20251107;022011.469;25287;25288;25287;Bid;1
20251107;022012.465;25289;25290;25289;Bid;1
20251107;022012.829;25288;25289;25289;Ask;1
20251107;022015.006;25290;25291;25290;Bid;1
20251107;022015.038;25290;25291;25290;Bid;1
20251107;022015.803;25289;25290;25289;Bid;2
20251107;022016.507;25289;25290;25289;Bid;3
20251107;022020.121;25287;25288;25287;Bid;1
20251107;022020.779;25287;25288;25288;Ask;1
20251107;022021.371;25285;25286;25285;Bid;1
20251107;022021.421;25286;25287;25286;Bid;1
20251107;022021.927;25286;25288;25288;Ask;1
20251107;022022.563;25286;25287;25286;Bid;1
20251107;022024.367;25285;25286;25285;Bid;1
20251107;022025.499;25285;25286;25285;Bid;1
20251107;022025.626;25285;25286;25286;Ask;1
20251107;022025.661;25285;25286;25285;Bid;1
20251107;022026.469;25285;25286;25285;Bid;1
20251107;022027.516;25286;25287;25286;Bid;1
20251107;022028.604;25286;25287;25286;Bid;1
20251107;022031.003;25288;25289;25288;Bid;1
20251107;022036.654;25282;25283;25282;Bid;1
20251107;022036.654;25282;25283;25282;Bid;1
